Date,Campaign Name,Site Name,Placement,Ad Name,Ad Format,Ad Size,Served Impressions,Clicks,Video Started,Video Fully Played
8/1/2016,New Product Launch,VEVO US,P11136,Wallet 300x250,HTML5 Standard Banner,300x250,"1,598,559","16,625",0,0
8/1/2016,Mobile Always-On,VEVO US,P11112,Wallet 300x250,HTML5 Standard Banner,300x250,"262,024","9,983",0,0
8/1/2016,Mobile Always-On,VEVO US,P11113,Bag 300x250,Standard Banner,300x250,"1,394,111","4,042",0,0
8/1/2016,Always-On,Yahoo En Espanol,P11175,Bag 300x250,Standard Banner,300x250,"874,842","25,807",0,0
8/1/2016,Mobile Always-On,YouTube US,P11164,Bag 300x250,Standard Banner,300x250,"1,054,007","35,941","737,804","442,682"
8/1/2016,Branding Campaign,YouTube US,P11190,Wallet FEP,In-Stream Video,1920x1080,"2,090,281","11,914","1,714,030","1,285,522"
8/8/2016,Branding Campaign,BuzzFeed,P11138,Bag 300x250,Standard Banner,300x250,"1,872,699","13,108",0,0
8/8/2016,Mobile Always-On,Pandora Mobile US,P11333,Wallet FEP,In-Stream Video,1920x1080,"744,460","31,862","617,901","562,289"
8/8/2016,Branding Campaign,CBS Interactive US,P11162,Wallet 300x250,HTML5 Standard Banner,300x250,"1,294,600","19,030",0,0
8/8/2016,Branding Campaign,CBS Interactive US,P11139,SL 728x90,In-Stream Tracking,728x90,"1,832,325","36,463",0,0
8/8/2016,Branding Campaign,Fox Sports,P11183,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"573,424","14,106","527,550","274,326"
8/8/2016,New Product Launch,CBS Interactive US,P11119,Tracking Pixel,Tracking Pixel,1x1,"657,375","15,579",0,0
8/8/2016,New Product Launch,CBS Interactive US,P11162,Tracking Pixel,Tracking Pixel,1x1,"754,222","39,219",0,0
8/8/2016,Branding Campaign,IHeartRadio.com,P11152,Wallet FEP,In-Stream Video,1920x1080,"135,705",746,"123,491","109,906"
8/8/2016,Mobile Always-On,Pandora Mobile US,P11149,Wallet FEP,In-Stream Video,1920x1080,"1,405,161","34,426","1,096,025","1,063,144"
8/8/2016,Always-On,BuzzFeed,P11170,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"233,701","5,071","172,938","166,020"
8/8/2016,Branding Campaign,Hulu,P11193,Wallet FEP,In-Stream Video,1920x1080,"552,988","3,428","530,868","329,138"
8/8/2016,Mobile Always-On,NBCUni.com,P11153,Wallet FEP,In-Stream Video,1920x1080,"1,797,668","21,392","1,528,017","718,167"
8/8/2016,Mobile Always-On,Pandora Mobile US,P11328,Tracking Pixel,Tracking Pixel,1x1,"1,316,852","47,670",0,0
8/8/2016,Always-On,CBS Interactive US,P11162,Bag 300x250,Standard Banner,300x250,"1,310,042","37,598",0,0
8/8/2016,Always-On,CBS Interactive US,P11162,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"878,886","12,040","729,475","539,811"
8/8/2016,New Product Launch,VEVO US,P11178,SL 728x90,In-Stream Tracking,728x90,"1,312,986","53,438",0,0
8/8/2016,Mobile Always-On,NBCUni.com,P11166,Wallet 300x250,HTML5 Standard Banner,300x250,"1,402,520","76,016",0,0
8/8/2016,New Product Launch,Hulu,P11193,SL 728x90,In-Stream Tracking,728x90,"1,997,480","9,787","1,558,034","1,215,266"
8/8/2016,New Product Launch,Mobvious,P11168,SL 728x90,In-Stream Tracking,728x90,"1,546,146","74,215",0,0
8/8/2016,New Product Launch,Mobvious,P11140,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,940,362","50,061","1,688,114","1,012,868"
8/8/2016,Mobile Always-On,Pandora Mobile US,P11216,SL 728x90,In-Stream Tracking,728x90,"2,015,999","87,897",0,0
8/8/2016,Always-On,Mobvious,P11128,Wallet 300x250,HTML5 Standard Banner,300x250,"540,232","10,372",0,0
8/8/2016,Always-On,Pandora Mobile US,P11186,Wallet FEP,In-Stream Video,1920x1080,"532,297","16,075","431,160","275,942"
8/8/2016,Always-On,Pandora.com,P11141,Tracking Pixel,Tracking Pixel,1x1,"374,788","14,241",0,0
8/8/2016,Mobile Always-On,Pandora Mobile US,P11349,Wallet FEP,In-Stream Video,1920x1080,"242,181","7,144","171,948","73,937"
8/8/2016,Branding Campaign,YouTube US,P11366,SL 728x90,In-Stream Tracking,728x90,"1,137,915","56,781",0,0
8/8/2016,New Product Launch,Pandora.com,P11158,Wallet 300x250,HTML5 Standard Banner,300x250,"1,983,870","13,093",0,0
8/8/2016,New Product Launch,VEVO US,P11113,Tracking Pixel,Tracking Pixel,1x1,"149,480","4,873",0,0
8/8/2016,New Product Launch,VEVO US,P11136,Bag 300x250,Standard Banner,300x250,"1,011,743","52,408",0,0
8/8/2016,Always-On,Yahoo En Espanol,P11194,SL 728x90,In-Stream Tracking,728x90,"1,858,457","20,628",0,0
8/8/2016,Always-On,Yahoo En Espanol,P11194,Wallet FEP,In-Stream Video,1920x1080,"594,873","21,653","493,744","286,371"
8/8/2016,New Product Launch,Yahoo En Espanol,P11194,SL 728x90,In-Stream Tracking,728x90,"2,101,238","10,085",0,0
8/8/2016,New Product Launch,Yahoo En Espanol,P11172,Bag 300x250,Standard Banner,300x250,"676,753","25,039",0,0
8/8/2016,New Product Launch,Pandora Mobile US,P11180,Bag 300x250,Standard Banner,300x250,"160,719","4,676",0,0
8/8/2016,New Product Launch,YouTube US,P11280,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,564,232","13,295","1,094,962","656,977"
8/8/2016,Branding Campaign,YouTube US,P11182,SL 728x90,In-Stream Tracking,728x90,"1,828,720","48,461","1,444,688","1,213,537"
8/8/2016,New Product Launch,Pandora.com,P11353,New Product 300x600,Mobile Rich Media,300x600,"677,973","22,237",0,0
8/15/2016,Mobile Always-On,BuzzFeed,P11125,SL 728x90,In-Stream Tracking,728x90,"1,186,803","32,518",0,0
8/15/2016,Branding Campaign,CBS Interactive US,P11162,SL 728x90,In-Stream Tracking,728x90,"1,948,939","33,131",0,0
8/15/2016,New Product Launch,CBS Interactive US,P11243,Bag 300x250,Standard Banner,300x250,"999,488","8,495",0,0
8/15/2016,Branding Campaign,Fox Sports,P11185,Tracking Pixel,Tracking Pixel,1x1,"953,202","40,701",0,0
8/15/2016,Always-On,Fox Sports,P11185,Tracking Pixel,Tracking Pixel,1x1,"1,557,065","74,894",0,0
8/15/2016,Always-On,VEVO US,P11178,Bag 300x250,Standard Banner,300x250,"1,715,180","8,747",0,0
8/15/2016,Branding Campaign,Hulu,P11155,SL 728x90,In-Stream Tracking,728x90,"1,009,114","49,143","928,384","854,113"
8/15/2016,New Product Launch,Fox.com,P11240,New Product 300x600,Mobile Rich Media,300x600,"1,643,390","47,329",0,0
8/15/2016,Mobile Always-On,Hulu,P11181,New Product 300x600,Mobile Rich Media,300x600,"1,334,567","4,537","1,281,184","1,217,124"
8/15/2016,Mobile Always-On,Pandora Mobile US,P11323,Tracking Pixel,Tracking Pixel,1x1,"210,152","7,313",0,0
8/15/2016,Mobile Always-On,Pandora Mobile US,P11267,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,733,174","6,586","1,230,553","1,169,025"
8/15/2016,Branding Campaign,IHeartRadio.com,P11131,Tracking Pixel,Tracking Pixel,1x1,"86,446","1,616",0,0
8/15/2016,Always-On,IHeartRadio.com,P11215,SL 728x90,In-Stream Tracking,728x90,"496,629","21,802",0,0
8/15/2016,Always-On,BuzzFeed,P11125,Tracking Pixel,Tracking Pixel,1x1,"980,826","7,846",0,0
8/15/2016,Always-On,BuzzFeed,P11170,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,950,205","98,875","1,891,698","926,932"
8/15/2016,Always-On,NBCUni.com,P11153,SL 728x90,In-Stream Tracking,728x90,"1,192,351","3,338",0,0
8/15/2016,Always-On,NBCUni.com,P11166,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"499,084","6,188","434,203","260,521"
8/15/2016,Branding Campaign,NBCUni.com,P11177,SL 728x90,In-Stream Tracking,728x90,"422,120","4,305",0,0
8/15/2016,Branding Campaign,NBCUni.com,P11166,Bag 300x250,Standard Banner,300x250,"156,103","2,622",0,0
8/15/2016,Always-On,Pandora Mobile US,P11156,Wallet 300x250,HTML5 Standard Banner,300x250,"634,102","29,675",0,0
8/15/2016,Always-On,Pandora Mobile US,P11186,Wallet 300x250,HTML5 Standard Banner,300x250,"1,544,845","80,640",0,0
8/15/2016,New Product Launch,NBCUni.com,P11146,Wallet FEP,In-Stream Video,1920x1080,"1,485,772","32,686","1,322,337","1,084,316"
8/15/2016,New Product Launch,NBCUni.com,P11177,Tracking Pixel,Tracking Pixel,1x1,"1,341,487","56,074",0,0
8/15/2016,New Product Launch,YouTube US,P11231,New Product 300x600,Mobile Rich Media,300x600,"698,638","34,372",0,0
8/15/2016,New Product Launch,YouTube US,P11269,SL 728x90,In-Stream Tracking,728x90,"1,348,822","54,357",0,0
8/15/2016,New Product Launch,VEVO US,P11136,Tracking Pixel,Tracking Pixel,1x1,"1,436,734","41,377",0,0
8/15/2016,Always-On,YouTube US,P11164,Bag 300x250,Standard Banner,300x250,"1,599,678","15,516","1,503,697","691,700"
8/15/2016,Branding Campaign,VEVO US,P11112,Tracking Pixel,Tracking Pixel,1x1,"1,415,189","11,179",0,0
8/15/2016,Branding Campaign,VEVO US,P11116,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"299,377","4,760","221,538","119,630"
8/15/2016,Mobile Always-On,Pandora Mobile US,P11212,SL 728x90,In-Stream Tracking,728x90,"581,820","19,956",0,0
8/15/2016,Mobile Always-On,VEVO US,P11201,SL 728x90,In-Stream Tracking,728x90,"1,766,003","5,474",0,0
8/15/2016,New Product Launch,Yahoo En Espanol,P11284,Tracking Pixel,Tracking Pixel,1x1,"1,524,950","68,317",0,0
8/15/2016,Branding Campaign,YouTube US,P11252,SL 728x90,In-Stream Tracking,728x90,"1,660,882","12,622",0,0
8/15/2016,Branding Campaign,VEVO US,P11201,New Product 300x600,Mobile Rich Media,300x600,"1,478,038","79,666",0,0
8/15/2016,Mobile Always-On,Pandora Mobile US,P11258,New Product 300x600,Mobile Rich Media,300x600,"220,182","4,007",0,0
8/15/2016,Branding Campaign,YouTube US,P11164,Wallet 300x250,HTML5 Standard Banner,300x250,"278,666","15,187","275,879","184,838"
8/15/2016,Mobile Always-On,YouTube US,P11163,Tracking Pixel,Tracking Pixel,1x1,"912,429","25,548","812,061","535,960"
8/22/2016,Mobile Always-On,BuzzFeed,P11204,Wallet FEP,In-Stream Video,1920x1080,"1,451,342","24,527","1,306,207","653,103"
8/22/2016,Branding Campaign,BuzzFeed,P11170,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,257,672","57,475","1,094,174","568,970"
8/22/2016,Branding Campaign,BuzzFeed,P11125,Bag 300x250,Standard Banner,300x250,"566,611",736,0,0
8/22/2016,Branding Campaign,BuzzFeed,P11125,New Product 300x600,Mobile Rich Media,300x600,"23,285","1,110",0,0
8/22/2016,Mobile Always-On,Pandora Mobile US,P11333,Tracking Pixel,Tracking Pixel,1x1,"421,916","23,120",0,0
8/22/2016,Mobile Always-On,Pandora Mobile US,P11333,Wallet 300x250,HTML5 Standard Banner,300x250,"615,809","27,280",0,0
8/22/2016,Mobile Always-On,Fox.com,P11154,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,788,027","47,025","1,734,386","728,442"
8/22/2016,New Product Launch,CBS Interactive US,P11243,Wallet 300x250,HTML5 Standard Banner,300x250,"1,570,613","74,132",0,0
8/22/2016,Always-On,Fox Sports,P11185,Wallet 300x250,HTML5 Standard Banner,300x250,"268,194","6,222",0,0
8/22/2016,Branding Campaign,Fox.com,P11211,Wallet FEP,In-Stream Video,1920x1080,"117,963","6,016","93,190","62,437"
8/22/2016,Branding Campaign,Fox.com,P11207,New Product 300x600,Mobile Rich Media,300x600,"760,342","21,213",0,0
8/22/2016,Branding Campaign,Mobvious,P11167,SL 728x90,In-Stream Tracking,728x90,"527,274","8,752",0,0
8/22/2016,Mobile Always-On,Pandora Mobile US,P11323,Wallet FEP,In-Stream Video,1920x1080,"1,078,184","36,011","884,110","680,764"
8/22/2016,Branding Campaign,IHeartRadio.com,P11188,Wallet 300x250,HTML5 Standard Banner,300x250,"869,432","36,255",0,0
8/22/2016,Always-On,IHeartRadio.com,P11147,Wallet 300x250,HTML5 Standard Banner,300x250,"933,718","9,897",0,0
8/22/2016,Branding Campaign,Hulu,P11130,Bag 300x250,Standard Banner,300x250,"1,281,505","65,100","1,191,799","679,325"
8/22/2016,Branding Campaign,Hulu,P11181,New Product 300x600,Mobile Rich Media,300x600,"502,910","11,868","447,589","407,305"
8/22/2016,New Product Launch,Hulu,P11157,New Product 300x600,Mobile Rich Media,300x600,"1,163,339","24,430","837,604","812,475"
8/22/2016,Always-On,BuzzFeed,P11170,Wallet 300x250,HTML5 Standard Banner,300x250,"819,542","36,223",0,0
8/22/2016,Always-On,Fox.com,P11207,Tracking Pixel,Tracking Pixel,1x1,"8,881",329,0,0
8/22/2016,Mobile Always-On,Mobvious,P11192,Wallet 300x250,HTML5 Standard Banner,300x250,"1,056,048","25,239",0,0
8/22/2016,Always-On,NBCUni.com,P11153,SL 728x90,In-Stream Tracking,728x90,"472,938","17,735",0,0
8/22/2016,Branding Campaign,NBCUni.com,P11153,Wallet FEP,In-Stream Video,1920x1080,"334,705","16,936","301,234","268,098"
8/22/2016,Branding Campaign,Mobvious,P11128,New Product 300x600,Mobile Rich Media,300x600,"1,081,289","20,544",0,0
8/22/2016,Branding Campaign,NBCUni.com,P11166,Tracking Pixel,Tracking Pixel,1x1,"1,464,431","66,485",0,0
8/22/2016,New Product Launch,Mobvious,P11140,Tracking Pixel,Tracking Pixel,1x1,"770,484","37,830",0,0
8/22/2016,Mobile Always-On,Pandora Mobile US,P11340,New Product 300x600,Mobile Rich Media,300x600,"689,709","27,519",0,0
8/22/2016,Always-On,Pandora Mobile US,P11148,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"169,593","8,377","144,154","105,232"
8/22/2016,Always-On,YouTube US,P11114,Bag 300x250,Standard Banner,300x250,"182,004",327,"151,063","131,424"
8/22/2016,Mobile Always-On,Pandora Mobile US,P11156,SL 728x90,In-Stream Tracking,728x90,"22,167","1,183",0,0
8/22/2016,New Product Launch,YouTube US,P11365,Wallet FEP,In-Stream Video,1920x1080,"1,109,207","36,936","987,194","602,188"
8/22/2016,Mobile Always-On,VEVO US,P11123,New Product 300x600,Mobile Rich Media,300x600,"210,958","8,353",0,0
8/22/2016,Always-On,Yahoo En Espanol,P11194,Wallet 300x250,HTML5 Standard Banner,300x250,"1,245,626","6,477",0,0
8/22/2016,New Product Launch,YouTube US,P11163,New Product 300x600,Mobile Rich Media,300x600,"1,352,363","15,822","1,176,555","576,511"
8/22/2016,New Product Launch,YouTube US,P11163,Tracking Pixel,Tracking Pixel,1x1,"1,451,139","47,307","1,218,956","1,170,197"
8/22/2016,New Product Launch,YouTube US,P11182,Wallet 300x250,HTML5 Standard Banner,300x250,"198,881","2,843","171,037","131,698"
8/22/2016,Mobile Always-On,YouTube US,P11164,Bag 300x250,Standard Banner,300x250,"1,555,946","11,980","1,291,435","787,775"
8/29/2016,Mobile Always-On,BuzzFeed,P11144,Wallet FEP,In-Stream Video,1920x1080,"1,271,425","19,325","966,283","386,513"
8/29/2016,Mobile Always-On,Hulu,P11341,New Product 300x600,Mobile Rich Media,300x600,"1,489,430","71,343",0,0
8/29/2016,Branding Campaign,CBS Interactive US,P11119,Wallet FEP,In-Stream Video,1920x1080,"159,937","4,910","116,754","52,539"
8/29/2016,Branding Campaign,Fox Sports,P11126,New Product 300x600,Mobile Rich Media,300x600,"338,689","12,937",0,0
8/29/2016,Branding Campaign,Fox.com,P11210,Tracking Pixel,Tracking Pixel,1x1,"1,467,198","71,305",0,0
8/29/2016,New Product Launch,Hulu,P11155,Wallet FEP,In-Stream Video,1920x1080,"603,442","23,292","512,925","307,755"
8/29/2016,Always-On,Fox.com,P11211,Bag 300x250,Standard Banner,300x250,"2,089,256","89,629",0,0
8/29/2016,Mobile Always-On,Hulu,P11181,SL 728x90,In-Stream Tracking,728x90,"43,487","2,074","34,354","31,262"
8/29/2016,Mobile Always-On,Pandora Mobile US,P11267,Bag 300x250,Standard Banner,300x250,"615,687","1,231",0,0
8/29/2016,Always-On,IHeartRadio.com,P11187,Wallet FEP,In-Stream Video,1920x1080,"203,897","1,223","173,312","91,855"
8/29/2016,Always-On,IHeartRadio.com,P11147,Wallet 300x250,HTML5 Standard Banner,300x250,"260,293","9,110",0,0
8/29/2016,Branding Campaign,Hulu,P11181,New Product 300x600,Mobile Rich Media,300x600,"1,485,502","60,459","1,158,691","521,410"
8/29/2016,Branding Campaign,Hulu,P11193,Wallet 300x250,HTML5 Standard Banner,300x250,"1,849,983","97,864","1,498,486","929,061"
8/29/2016,Always-On,BuzzFeed,P11144,Wallet 300x250,HTML5 Standard Banner,300x250,"1,981,145","70,132",0,0
8/29/2016,Mobile Always-On,Mobvious,P11192,New Product 300x600,Mobile Rich Media,300x600,"754,942","12,230",0,0
8/29/2016,Mobile Always-On,NBCUni.com,P11146,Wallet FEP,In-Stream Video,1920x1080,"482,690","24,472","419,940","281,359"
8/29/2016,Always-On,NBCUni.com,P11153,Tracking Pixel,Tracking Pixel,1x1,"1,303,035","9,642",0,0
8/29/2016,New Product Launch,Hulu,P11191,Bag 300x250,Standard Banner,300x250,"408,666","18,553","314,672","191,949"
8/29/2016,Always-On,Mobvious,P11132,Tracking Pixel,Tracking Pixel,1x1,"1,955,627","22,098",0,0
8/29/2016,New Product Launch,Mobvious,P11140,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"567,407","30,186","436,903","192,237"
8/29/2016,Branding Campaign,NBCUni.com,P11166,Tracking Pixel,Tracking Pixel,1x1,"1,585,827","39,487",0,0
8/29/2016,Always-On,Hulu,P11115,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,682,187","4,878","1,211,174","908,380"
8/29/2016,Always-On,VEVO US,P11112,SL 728x90,In-Stream Tracking,728x90,"636,861","6,559",0,0
8/29/2016,Always-On,VEVO US,P11113,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"708,821","35,653","637,938","344,486"
8/29/2016,New Product Launch,Mobvious,P11140,New Product 300x600,Mobile Rich Media,300x600,"89,511","3,768",0,0
8/29/2016,New Product Launch,Pandora Mobile US,P11143,SL 728x90,In-Stream Tracking,728x90,"237,878","2,521",0,0
8/29/2016,Mobile Always-On,Pandora.com,P11141,Bag 300x250,Standard Banner,300x250,"335,728","16,182",0,0
8/29/2016,Mobile Always-On,Pandora.com,P11176,Wallet FEP,In-Stream Video,1920x1080,"637,488","32,384","573,739","545,052"
8/29/2016,Always-On,Mobvious,P11174,SL 728x90,In-Stream Tracking,728x90,"1,491,467","73,678",0,0
8/29/2016,Branding Campaign,YouTube US,P11262,Wallet 300x250,HTML5 Standard Banner,300x250,"790,426","4,426",0,0
8/29/2016,New Product Launch,YouTube US,P11231,Wallet FEP,In-Stream Video,1920x1080,"353,696","3,749","318,326","213,278"
8/29/2016,Always-On,YouTube US,P11182,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"518,135","12,642","414,508","315,026"
8/29/2016,New Product Launch,Pandora.com,P11290,SL 728x90,In-Stream Tracking,728x90,"1,883,734","66,119",0,0
8/29/2016,Branding Campaign,YouTube US,P11356,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,401,490","71,475","1,359,445","1,169,122"
8/29/2016,New Product Launch,Pandora Mobile US,P11357,Wallet FEP,In-Stream Video,1920x1080,"929,599","17,941","650,719","396,938"
8/29/2016,Branding Campaign,YouTube US,P11262,New Product 300x600,Mobile Rich Media,300x600,"1,699,847","92,131",0,0
8/29/2016,Branding Campaign,YouTube US,P11285,Tracking Pixel,Tracking Pixel,1x1,"575,035","8,798",0,0
9/5/2016,New Product Launch,CBS Interactive US,P11119,Wallet FEP,In-Stream Video,1920x1080,"774,374","8,827","642,730","604,166"
9/5/2016,New Product Launch,Fox.com,P11154,New Product 300x600,Mobile Rich Media,300x600,"2,052,538","8,620",0,0
9/5/2016,Mobile Always-On,Hulu,P11341,Wallet 300x250,HTML5 Standard Banner,300x250,"1,270,332","63,770",0,0
9/5/2016,Mobile Always-On,Fox.com,P11240,SL 728x90,In-Stream Tracking,728x90,"401,775","21,093",0,0
9/5/2016,Branding Campaign,Hulu,P11155,Tracking Pixel,Tracking Pixel,1x1,"466,091","20,787","326,263","185,969"
9/5/2016,Always-On,Hulu,P11155,Wallet FEP,In-Stream Video,1920x1080,"1,964,924","20,631","1,473,693","913,689"
9/5/2016,Mobile Always-On,Pandora Mobile US,P11316,Wallet 300x250,HTML5 Standard Banner,300x250,"1,757,045","29,694",0,0
9/5/2016,Always-On,BuzzFeed,P11204,Wallet FEP,In-Stream Video,1920x1080,"241,178","11,431","209,824","157,368"
9/5/2016,Always-On,BuzzFeed,P11138,New Product 300x600,Mobile Rich Media,300x600,"134,439","5,124",0,0
9/5/2016,Mobile Always-On,Hulu,P11354,SL 728x90,In-Stream Tracking,728x90,"1,790,992","82,385",0,0
9/5/2016,Always-On,IHeartRadio.com,P11131,SL 728x90,In-Stream Tracking,728x90,"916,924","14,854",0,0
9/5/2016,Always-On,CBS Interactive US,P11206,Tracking Pixel,Tracking Pixel,1x1,"541,045","14,337",0,0
9/5/2016,Always-On,Mobvious,P11167,Bag 300x250,Standard Banner,300x250,"1,108,550","57,977",0,0
9/5/2016,New Product Launch,NBCUni.com,P11278,Tracking Pixel,Tracking Pixel,1x1,"1,464,823","73,534",0,0
9/5/2016,New Product Launch,Hulu,P11157,Wallet 300x250,HTML5 Standard Banner,300x250,"290,440","15,974","284,631","116,698"
9/5/2016,Mobile Always-On,Pandora.com,P11171,Wallet 300x250,HTML5 Standard Banner,300x250,"2,075,778","7,887",0,0
9/5/2016,Mobile Always-On,Mobvious,P11132,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"843,710","12,065","691,842","373,594"
9/5/2016,Branding Campaign,Mobvious,P11132,Bag 300x250,Standard Banner,300x250,"1,887,930","25,675",0,0
9/5/2016,New Product Launch,Hulu,P11191,New Product 300x600,Mobile Rich Media,300x600,"2,005,643","69,796","1,764,965","1,517,869"
9/5/2016,New Product Launch,YouTube US,P11355,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"78,869",181,"67,827","29,843"
9/5/2016,Always-On,NBCUni.com,P11146,SL 728x90,In-Stream Tracking,728x90,"1,293,719","64,039",0,0
9/5/2016,Mobile Always-On,Pandora Mobile US,P11202,SL 728x90,In-Stream Tracking,728x90,"1,964,415","37,520",0,0
9/5/2016,Always-On,Pandora Mobile US,P11151,Tracking Pixel,Tracking Pixel,1x1,"1,321,093","47,163",0,0
9/5/2016,New Product Launch,YouTube US,P11365,Wallet FEP,In-Stream Video,1920x1080,"2,093,097","68,234","1,548,891","1,192,646"
9/5/2016,Mobile Always-On,Pandora.com,P11158,Wallet FEP,In-Stream Video,1920x1080,"1,064,558","45,988","1,011,330","616,911"
9/5/2016,Always-On,VEVO US,P11201,New Product 300x600,Mobile Rich Media,300x600,"1,511,819","61,077",0,0
9/5/2016,Mobile Always-On,VEVO US,P11159,Wallet 300x250,HTML5 Standard Banner,300x250,"973,293","52,849",0,0
9/5/2016,New Product Launch,YouTube US,P11231,New Product 300x600,Mobile Rich Media,300x600,"1,849,018","26,625",0,0
9/5/2016,Branding Campaign,VEVO US,P11161,New Product 300x600,Mobile Rich Media,300x600,"1,890,389","44,613",0,0
