date_id,AdGroupId,AdGroupName,site_name,exchange_name,campaign_advertiser,campaign_budget,campaign_id,campaign_name,keywordid,keyword_name,device_id,device_browser,match_type,keyword_quality_score,position,impressions,CTR,clicks,currency
8/1/2016,5,Small Leather,Google Search Network,Google Search,MarTechApe,1400,4,Mobile Always-On,2,handbag,3,Tablets with full browsers,Exact,9,4.4,9079,2.95,267,USD
8/1/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,2100,1,Branding Campaign,2,handbag,1,Computers,Exact,6,8.8,461638,1.81,8355,USD
8/1/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,5600,1,Branding Campaign,5,+handbag,2,Mobile devices with full browsers,Broad,5,1.6,562025,2.7,15174,USD
8/1/2016,6,Accessories,Google Search Network,Google Search,MarTechApe,10500,1,Branding Campaign,2,handbag,2,Mobile devices with full browsers,Exact,3,8.7,835546,1.65,13786,USD
8/1/2016,3,Tote,Google Search Network,Google Search,MarTechApe,3500,2,New Product Launch,3,wallet,3,Tablets with full browsers,Exact,3,5.1,445339,1.09,4854,USD
8/1/2016,3,Tote,Google Search Network,Google Search,MarTechApe,1400,3,Always-On,2,handbag,1,Computers,Exact,4,1.8,689642,1.29,8896,USD
8/1/2016,5,Small Leather,Google Search Network,Google Search,MarTechApe,8400,4,Mobile Always-On,2,handbag,2,Mobile devices with full browsers,Exact,3,5.4,588854,2.74,16134,USD
8/1/2016,5,Small Leather,Google Search Network,Google Search,MarTechApe,10500,3,Always-On,6,+wallet,3,Tablets with full browsers,Broad,7,3.2,143940,2.47,3555,USD
8/1/2016,2,Shoulder Bag,Google Search Network,Google Search,MarTechApe,2100,1,Branding Campaign,6,+wallet,3,Tablets with full browsers,Broad,2,5.3,723957,1.11,8035,USD
8/1/2016,1,Cross Body Bag,Google Search Network,Google Search,MarTechApe,9100,2,New Product Launch,6,+wallet,2,Mobile devices with full browsers,Broad,6,7.3,820730,1.23,10094,USD
8/1/2016,2,Shoulder Bag,Google Search Network,Google Search,MarTechApe,3500,2,New Product Launch,2,handbag,1,Computers,Exact,1,2,493841,1.31,6469,USD
8/1/2016,1,Cross Body Bag,Google Search Network,Google Search,MarTechApe,4200,2,New Product Launch,3,wallet,1,Computers,Exact,9,1.7,62995,1.71,1077,USD
8/1/2016,5,Small Leather,Google Search Network,Google Search,MarTechApe,700,1,Branding Campaign,2,handbag,3,Tablets with full browsers,Exact,7,6.3,786212,1.77,13915,USD
8/1/2016,3,Tote,Google Search Network,Google Search,MarTechApe,2800,3,Always-On,5,+handbag,2,Mobile devices with full browsers,Broad,7,8.4,894204,2.4,21460,USD
8/1/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,4900,1,Branding Campaign,4,+designer bag,2,Mobile devices with full browsers,Broad,5,4,627150,2.44,15302,USD
8/1/2016,2,Shoulder Bag,Google Search Network,Google Search,MarTechApe,2100,1,Branding Campaign,1,designer bag,2,Mobile devices with full browsers,Exact,1,6.9,963743,1.66,15998,USD
8/1/2016,2,Shoulder Bag,Google Search Network,Google Search,MarTechApe,700,2,New Product Launch,3,wallet,2,Mobile devices with full browsers,Exact,8,2.8,852758,2.01,17140,USD
8/8/2016,2,Shoulder Bag,Google Search Network,Google Search,MarTechApe,6300,1,Branding Campaign,5,+handbag,3,Tablets with full browsers,Broad,6,8.4,831239,2.67,22194,USD
8/8/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,3500,3,Always-On,1,designer bag,2,Mobile devices with full browsers,Exact,8,2,507475,1.77,8982,USD
8/8/2016,3,Tote,Google Search Network,Google Search,MarTechApe,3500,3,Always-On,1,designer bag,2,Mobile devices with full browsers,Exact,1,6.8,791510,1.78,14088,USD
8/8/2016,5,Small Leather,Google Search Network,Google Search,MarTechApe,7000,2,New Product Launch,2,handbag,3,Tablets with full browsers,Exact,1,7.8,330388,2.02,6673,USD
8/8/2016,5,Small Leather,Google Search Network,Google Search,MarTechApe,7000,2,New Product Launch,4,+designer bag,3,Tablets with full browsers,Broad,2,4.2,620963,1.26,7824,USD
8/8/2016,5,Small Leather,Google Search Network,Google Search,MarTechApe,7700,3,Always-On,6,+wallet,2,Mobile devices with full browsers,Broad,3,6,529004,2.26,11955,USD
8/8/2016,2,Shoulder Bag,Google Search Network,Google Search,MarTechApe,10500,4,Mobile Always-On,4,+designer bag,2,Mobile devices with full browsers,Broad,3,2.3,440903,1.62,7142,USD
8/8/2016,1,Cross Body Bag,Google Search Network,Google Search,MarTechApe,7700,4,Mobile Always-On,2,handbag,2,Mobile devices with full browsers,Exact,10,1.2,113402,2.97,3368,USD
8/8/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,9800,3,Always-On,6,+wallet,2,Mobile devices with full browsers,Broad,5,6,808460,2.78,22475,USD
8/8/2016,1,Cross Body Bag,Google Search Network,Google Search,MarTechApe,4900,4,Mobile Always-On,5,+handbag,2,Mobile devices with full browsers,Broad,10,3.2,750487,2.51,18837,USD
8/8/2016,1,Cross Body Bag,Google Search Network,Google Search,MarTechApe,7000,3,Always-On,5,+handbag,3,Tablets with full browsers,Broad,7,4.1,977267,2.93,28633,USD
8/8/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,1400,1,Branding Campaign,3,wallet,1,Computers,Exact,4,1.3,492203,2.56,12600,USD
8/8/2016,2,Shoulder Bag,Google Search Network,Google Search,MarTechApe,4200,2,New Product Launch,6,+wallet,2,Mobile devices with full browsers,Broad,1,4.7,455120,2.89,13152,USD
8/8/2016,2,Shoulder Bag,Google Search Network,Google Search,MarTechApe,2100,4,Mobile Always-On,2,handbag,3,Tablets with full browsers,Exact,1,1.6,251500,2.87,7218,USD
8/8/2016,1,Cross Body Bag,Google Search Network,Google Search,MarTechApe,9100,3,Always-On,2,handbag,1,Computers,Exact,6,3.4,401568,2.59,10400,USD
8/8/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,700,4,Mobile Always-On,2,handbag,3,Tablets with full browsers,Exact,9,6.1,506047,2.51,12701,USD
8/8/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,7700,1,Branding Campaign,4,+designer bag,1,Computers,Broad,10,6,779622,2.65,20659,USD
8/8/2016,3,Tote,Google Search Network,Google Search,MarTechApe,7000,2,New Product Launch,3,wallet,3,Tablets with full browsers,Exact,9,5.8,373184,2.84,10598,USD
8/8/2016,3,Tote,Google Search Network,Google Search,MarTechApe,6300,4,Mobile Always-On,5,+handbag,3,Tablets with full browsers,Broad,2,3.1,897869,2.8,25140,USD
8/8/2016,2,Shoulder Bag,Google Search Network,Google Search,MarTechApe,2800,1,Branding Campaign,3,wallet,2,Mobile devices with full browsers,Exact,9,2.3,360323,1.29,4648,USD
8/8/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,700,6,Retargeting,1,designer bag,1,Computers,Exact,6,2.8,721922,1.79,12922,USD
8/8/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,10500,3,Always-On,1,designer bag,3,Tablets with full browsers,Exact,5,7.3,159416,2.49,3969,USD
8/8/2016,1,Cross Body Bag,Google Search Network,Google Search,MarTechApe,7000,4,Mobile Always-On,5,+handbag,3,Tablets with full browsers,Broad,2,7.6,43731,2.86,1250,USD
8/8/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,9800,4,Mobile Always-On,3,wallet,2,Mobile devices with full browsers,Exact,8,7.3,320457,2.86,9165,USD
8/8/2016,5,Small Leather,Google Search Network,Google Search,MarTechApe,5600,4,Mobile Always-On,4,+designer bag,2,Mobile devices with full browsers,Broad,8,2.3,699403,2.79,19513,USD
8/8/2016,5,Small Leather,Google Search Network,Google Search,MarTechApe,9800,4,Mobile Always-On,4,+designer bag,3,Tablets with full browsers,Broad,4,5.1,52908,1.75,925,USD
8/8/2016,2,Shoulder Bag,Google Search Network,Google Search,MarTechApe,2100,3,Always-On,3,wallet,3,Tablets with full browsers,Exact,7,8.6,87353,1.47,1284,USD
8/8/2016,1,Cross Body Bag,Google Search Network,Google Search,MarTechApe,1400,3,Always-On,3,wallet,1,Computers,Exact,3,1,976710,2.46,24027,USD
8/8/2016,2,Shoulder Bag,Google Search Network,Google Search,MarTechApe,8400,4,Mobile Always-On,6,+wallet,3,Tablets with full browsers,Broad,7,8.6,787961,1.1,8667,USD
8/8/2016,3,Tote,Google Search Network,Google Search,MarTechApe,4900,3,Always-On,4,+designer bag,2,Mobile devices with full browsers,Broad,8,2.8,222701,1.88,4186,USD
8/8/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,2800,3,Always-On,4,+designer bag,2,Mobile devices with full browsers,Broad,2,2.3,744564,1.3,9679,USD
8/8/2016,5,Small Leather,Google Search Network,Google Search,MarTechApe,2100,4,Mobile Always-On,6,+wallet,3,Tablets with full browsers,Broad,2,3.7,893048,2.06,18396,USD
8/8/2016,1,Cross Body Bag,Google Search Network,Google Search,MarTechApe,9800,1,Branding Campaign,4,+designer bag,2,Mobile devices with full browsers,Broad,5,6.2,986582,1.77,17462,USD
8/8/2016,3,Tote,Google Search Network,Google Search,MarTechApe,700,6,Retargeting,1,designer bag,1,Computers,Exact,3,4.8,581858,1.95,11346,USD
8/8/2016,5,Small Leather,Google Search Network,Google Search,MarTechApe,9800,3,Always-On,3,wallet,1,Computers,Exact,3,3.9,767559,2.53,19419,USD
8/8/2016,1,Cross Body Bag,Google Search Network,Google Search,MarTechApe,10500,1,Branding Campaign,3,wallet,1,Computers,Exact,10,6.7,417540,2.5,10438,USD
8/15/2016,6,Accessories,Google Search Network,Google Search,MarTechApe,7000,1,Branding Campaign,4,+designer bag,3,Tablets with full browsers,Broad,2,7,785786,1.79,14065,USD
8/15/2016,5,Small Leather,Google Search Network,Google Search,MarTechApe,4200,6,Retargeting,3,wallet,1,Computers,Exact,6,1.3,848565,1.46,12389,USD
8/15/2016,3,Tote,Google Search Network,Google Search,MarTechApe,6300,3,Always-On,1,designer bag,3,Tablets with full browsers,Exact,7,2.1,327514,2.78,9104,USD
8/15/2016,2,Shoulder Bag,Google Search Network,Google Search,MarTechApe,9800,2,New Product Launch,4,+designer bag,3,Tablets with full browsers,Broad,6,5.1,441249,2.8,12354,USD
8/15/2016,2,Shoulder Bag,Google Search Network,Google Search,MarTechApe,4900,4,Mobile Always-On,2,handbag,3,Tablets with full browsers,Exact,2,2.4,165058,2.77,4572,USD
8/15/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,10500,4,Mobile Always-On,3,wallet,3,Tablets with full browsers,Exact,7,4.6,200611,1.13,2266,USD
8/15/2016,5,Small Leather,Google Search Network,Google Search,MarTechApe,4200,4,Mobile Always-On,6,+wallet,3,Tablets with full browsers,Broad,3,6.9,165300,1.78,2942,USD
8/15/2016,2,Shoulder Bag,Google Search Network,Google Search,MarTechApe,9800,1,Branding Campaign,4,+designer bag,1,Computers,Broad,10,6.3,930932,1.79,16663,USD
8/15/2016,1,Cross Body Bag,Google Search Network,Google Search,MarTechApe,3500,3,Always-On,4,+designer bag,2,Mobile devices with full browsers,Broad,1,8,185300,2.61,4836,USD
8/15/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,8400,4,Mobile Always-On,1,designer bag,2,Mobile devices with full browsers,Exact,8,1.9,141696,2.05,2904,USD
8/15/2016,3,Tote,Google Search Network,Google Search,MarTechApe,5600,4,Mobile Always-On,6,+wallet,3,Tablets with full browsers,Broad,8,6.7,135055,2.18,2944,USD
8/15/2016,6,Accessories,Google Search Network,Google Search,MarTechApe,4200,2,New Product Launch,6,+wallet,3,Tablets with full browsers,Broad,6,4.7,851339,1.51,12855,USD
8/15/2016,1,Cross Body Bag,Google Search Network,Google Search,MarTechApe,3500,1,Branding Campaign,4,+designer bag,3,Tablets with full browsers,Broad,1,1.3,363178,2.7,9805,USD
8/15/2016,3,Tote,Google Search Network,Google Search,MarTechApe,7700,1,Branding Campaign,4,+designer bag,3,Tablets with full browsers,Broad,3,1.8,271942,2.36,6417,USD
8/15/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,2100,2,New Product Launch,3,wallet,1,Computers,Exact,3,2.4,394870,1.82,7186,USD
8/15/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,1400,1,Branding Campaign,3,wallet,3,Tablets with full browsers,Exact,10,1.5,527107,1.98,10436,USD
8/15/2016,2,Shoulder Bag,Google Search Network,Google Search,MarTechApe,7000,1,Branding Campaign,2,handbag,2,Mobile devices with full browsers,Exact,2,7,425301,2.93,12461,USD
8/15/2016,5,Small Leather,Google Search Network,Google Search,MarTechApe,3500,3,Always-On,4,+designer bag,3,Tablets with full browsers,Broad,8,8.7,666543,2.65,17663,USD
8/15/2016,6,Accessories,Google Search Network,Google Search,MarTechApe,2800,1,Branding Campaign,3,wallet,1,Computers,Exact,7,4.5,211583,1.94,4104,USD
8/15/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,7000,3,Always-On,1,designer bag,2,Mobile devices with full browsers,Exact,10,5.9,992258,1.01,10021,USD
8/15/2016,1,Cross Body Bag,Google Search Network,Google Search,MarTechApe,9800,4,Mobile Always-On,3,wallet,3,Tablets with full browsers,Exact,1,6.3,625129,1.96,12252,USD
8/15/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,6300,4,Mobile Always-On,2,handbag,3,Tablets with full browsers,Exact,3,6.7,932764,2.44,22759,USD
8/15/2016,3,Tote,Google Search Network,Google Search,MarTechApe,6300,4,Mobile Always-On,1,designer bag,2,Mobile devices with full browsers,Exact,8,4.9,39102,1.83,715,USD
8/15/2016,6,Accessories,Google Search Network,Google Search,MarTechApe,4900,1,Branding Campaign,4,+designer bag,2,Mobile devices with full browsers,Broad,6,7.4,489474,1.96,9593,USD
8/15/2016,3,Tote,Google Search Network,Google Search,MarTechApe,700,6,Retargeting,5,+handbag,3,Tablets with full browsers,Broad,1,3.7,833587,2.3,19172,USD
8/15/2016,6,Accessories,Google Search Network,Google Search,MarTechApe,4900,4,Mobile Always-On,1,designer bag,3,Tablets with full browsers,Exact,10,1.5,851720,1.03,8772,USD
8/15/2016,3,Tote,Google Search Network,Google Search,MarTechApe,4200,3,Always-On,4,+designer bag,1,Computers,Broad,7,1.6,987424,2.09,20637,USD
8/15/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,7700,1,Branding Campaign,4,+designer bag,2,Mobile devices with full browsers,Broad,9,1,351432,2.45,8610,USD
8/15/2016,1,Cross Body Bag,Google Search Network,Google Search,MarTechApe,700,1,Branding Campaign,1,designer bag,2,Mobile devices with full browsers,Exact,2,2.1,294981,2.88,8495,USD
8/15/2016,1,Cross Body Bag,Google Search Network,Google Search,MarTechApe,8400,4,Mobile Always-On,6,+wallet,3,Tablets with full browsers,Broad,10,9,115857,1.43,1656,USD
8/15/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,9800,3,Always-On,2,handbag,2,Mobile devices with full browsers,Exact,2,1.4,317523,1.44,4572,USD
8/15/2016,1,Cross Body Bag,Google Search Network,Google Search,MarTechApe,2100,4,Mobile Always-On,5,+handbag,2,Mobile devices with full browsers,Broad,10,1.3,4610,1.69,77,USD
8/15/2016,1,Cross Body Bag,Google Search Network,Google Search,MarTechApe,9100,6,Retargeting,2,handbag,1,Computers,Exact,4,8.1,219344,1.86,4079,USD
8/15/2016,6,Accessories,Google Search Network,Google Search,MarTechApe,4200,4,Mobile Always-On,5,+handbag,3,Tablets with full browsers,Broad,5,8.1,166550,1.16,1931,USD
8/22/2016,1,Cross Body Bag,Google Search Network,Google Search,MarTechApe,700,2,New Product Launch,3,wallet,2,Mobile devices with full browsers,Exact,9,6.3,122334,1.45,1773,USD
8/22/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,7700,2,New Product Launch,2,handbag,2,Mobile devices with full browsers,Exact,9,8.5,69738,1.84,1283,USD
8/22/2016,6,Accessories,Google Search Network,Google Search,MarTechApe,700,3,Always-On,1,designer bag,2,Mobile devices with full browsers,Exact,5,1.2,739506,2.87,21223,USD
8/22/2016,6,Accessories,Google Search Network,Google Search,MarTechApe,4200,6,Retargeting,6,+wallet,3,Tablets with full browsers,Broad,6,2.3,338956,2.38,8067,USD
8/22/2016,2,Shoulder Bag,Google Search Network,Google Search,MarTechApe,8400,3,Always-On,4,+designer bag,3,Tablets with full browsers,Broad,5,6.8,78074,1.52,1186,USD
8/22/2016,6,Accessories,Google Search Network,Google Search,MarTechApe,4900,3,Always-On,1,designer bag,3,Tablets with full browsers,Exact,9,3.5,878714,1.27,11159,USD
8/22/2016,1,Cross Body Bag,Google Search Network,Google Search,MarTechApe,2100,2,New Product Launch,5,+handbag,3,Tablets with full browsers,Broad,9,2.2,355667,2.92,10385,USD
8/22/2016,6,Accessories,Google Search Network,Google Search,MarTechApe,8400,4,Mobile Always-On,1,designer bag,3,Tablets with full browsers,Exact,3,2.6,878948,2.92,25665,USD
8/22/2016,1,Cross Body Bag,Google Search Network,Google Search,MarTechApe,6300,2,New Product Launch,4,+designer bag,1,Computers,Broad,6,4.2,110612,2.74,3030,USD
8/22/2016,3,Tote,Google Search Network,Google Search,MarTechApe,5600,3,Always-On,5,+handbag,1,Computers,Broad,3,7.9,302313,1.93,5834,USD
8/22/2016,5,Small Leather,Google Search Network,Google Search,MarTechApe,2100,3,Always-On,1,designer bag,1,Computers,Exact,3,3.3,283997,1.24,3521,USD
8/22/2016,6,Accessories,Google Search Network,Google Search,MarTechApe,700,4,Mobile Always-On,2,handbag,3,Tablets with full browsers,Exact,5,8.6,38655,1.76,680,USD
8/22/2016,1,Cross Body Bag,Google Search Network,Google Search,MarTechApe,3500,3,Always-On,1,designer bag,1,Computers,Exact,4,7.9,619002,1.32,8170,USD
8/22/2016,3,Tote,Google Search Network,Google Search,MarTechApe,7000,2,New Product Launch,4,+designer bag,3,Tablets with full browsers,Broad,3,8.4,518591,2.47,12809,USD
8/22/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,5600,1,Branding Campaign,6,+wallet,3,Tablets with full browsers,Broad,5,1,474869,1.26,5983,USD
8/22/2016,1,Cross Body Bag,Google Search Network,Google Search,MarTechApe,4900,2,New Product Launch,1,designer bag,2,Mobile devices with full browsers,Exact,9,5.8,467639,1.85,8651,USD
8/22/2016,2,Shoulder Bag,Google Search Network,Google Search,MarTechApe,2800,3,Always-On,4,+designer bag,1,Computers,Broad,1,8.9,377495,2.66,10041,USD
8/22/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,10500,4,Mobile Always-On,2,handbag,2,Mobile devices with full browsers,Exact,5,5.7,876588,1.09,9554,USD
8/22/2016,6,Accessories,Google Search Network,Google Search,MarTechApe,7700,1,Branding Campaign,2,handbag,1,Computers,Exact,3,1,357140,1.68,5999,USD
8/22/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,9100,4,Mobile Always-On,6,+wallet,2,Mobile devices with full browsers,Broad,3,8,508266,2.07,10521,USD
8/22/2016,2,Shoulder Bag,Google Search Network,Google Search,MarTechApe,4900,6,Retargeting,6,+wallet,3,Tablets with full browsers,Broad,1,2.2,995647,1.39,13839,USD
8/22/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,1400,6,Retargeting,5,+handbag,1,Computers,Broad,10,8.8,960471,2.89,27757,USD
8/22/2016,3,Tote,Google Search Network,Google Search,MarTechApe,4900,3,Always-On,6,+wallet,2,Mobile devices with full browsers,Broad,4,2.6,298420,1.36,4058,USD
8/22/2016,3,Tote,Google Search Network,Google Search,MarTechApe,4200,4,Mobile Always-On,2,handbag,2,Mobile devices with full browsers,Exact,7,5.9,384025,1.59,6105,USD
8/22/2016,3,Tote,Google Search Network,Google Search,MarTechApe,1400,1,Branding Campaign,6,+wallet,1,Computers,Broad,2,6.1,479572,1.03,4939,USD
8/22/2016,5,Small Leather,Google Search Network,Google Search,MarTechApe,9100,3,Always-On,1,designer bag,3,Tablets with full browsers,Exact,6,4.4,521404,1.66,8655,USD
8/22/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,4200,4,Mobile Always-On,1,designer bag,2,Mobile devices with full browsers,Exact,2,1.6,473132,1.36,6434,USD
8/22/2016,3,Tote,Google Search Network,Google Search,MarTechApe,2800,6,Retargeting,4,+designer bag,2,Mobile devices with full browsers,Broad,9,3.4,501595,2,10031,USD
8/22/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,5600,2,New Product Launch,4,+designer bag,1,Computers,Broad,9,2.6,191095,2.29,4376,USD
8/22/2016,5,Small Leather,Google Search Network,Google Search,MarTechApe,6300,2,New Product Launch,1,designer bag,3,Tablets with full browsers,Exact,9,6.5,22954,2.24,514,USD
8/22/2016,6,Accessories,Google Search Network,Google Search,MarTechApe,10500,2,New Product Launch,1,designer bag,3,Tablets with full browsers,Exact,1,2.3,919219,2.48,22796,USD
8/22/2016,3,Tote,Google Search Network,Google Search,MarTechApe,8400,4,Mobile Always-On,1,designer bag,2,Mobile devices with full browsers,Exact,3,1.8,529056,2.87,15183,USD
8/22/2016,5,Small Leather,Google Search Network,Google Search,MarTechApe,1400,4,Mobile Always-On,5,+handbag,2,Mobile devices with full browsers,Broad,9,2.9,516359,1.36,7022,USD
8/22/2016,5,Small Leather,Google Search Network,Google Search,MarTechApe,5600,2,New Product Launch,4,+designer bag,1,Computers,Broad,1,5.9,756648,2.31,17478,USD
8/22/2016,2,Shoulder Bag,Google Search Network,Google Search,MarTechApe,700,4,Mobile Always-On,4,+designer bag,3,Tablets with full browsers,Broad,7,1.8,5968,2.86,170,USD
8/29/2016,6,Accessories,Google Search Network,Google Search,MarTechApe,6300,4,Mobile Always-On,2,handbag,3,Tablets with full browsers,Exact,4,7.6,792512,2.8,22190,USD
8/29/2016,3,Tote,Google Search Network,Google Search,MarTechApe,9800,1,Branding Campaign,4,+designer bag,2,Mobile devices with full browsers,Broad,7,5.6,802639,1.68,13484,USD
8/29/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,1400,4,Mobile Always-On,6,+wallet,2,Mobile devices with full browsers,Broad,2,3.1,669848,2.16,14468,USD
8/29/2016,3,Tote,Google Search Network,Google Search,MarTechApe,9800,2,New Product Launch,2,handbag,3,Tablets with full browsers,Exact,8,2.2,392047,1.56,6115,USD
8/29/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,2100,1,Branding Campaign,2,handbag,2,Mobile devices with full browsers,Exact,4,7.8,920240,2.44,22453,USD
8/29/2016,3,Tote,Google Search Network,Google Search,MarTechApe,5600,3,Always-On,4,+designer bag,3,Tablets with full browsers,Broad,2,1.9,954305,1.9,18131,USD
8/29/2016,6,Accessories,Google Search Network,Google Search,MarTechApe,10500,4,Mobile Always-On,5,+handbag,3,Tablets with full browsers,Broad,9,8.9,645166,1.29,8322,USD
8/29/2016,3,Tote,Google Search Network,Google Search,MarTechApe,4900,1,Branding Campaign,5,+handbag,1,Computers,Broad,6,8.9,705032,1.39,9799,USD
8/29/2016,6,Accessories,Google Search Network,Google Search,MarTechApe,10500,3,Always-On,4,+designer bag,2,Mobile devices with full browsers,Broad,10,7.7,86537,2.98,2578,USD
8/29/2016,1,Cross Body Bag,Google Search Network,Google Search,MarTechApe,10500,1,Branding Campaign,3,wallet,2,Mobile devices with full browsers,Exact,6,8.6,124400,2.03,2525,USD
8/29/2016,2,Shoulder Bag,Google Search Network,Google Search,MarTechApe,3500,3,Always-On,1,designer bag,2,Mobile devices with full browsers,Exact,4,1.5,368218,1.03,3792,USD
8/29/2016,5,Small Leather,Google Search Network,Google Search,MarTechApe,2800,1,Branding Campaign,5,+handbag,2,Mobile devices with full browsers,Broad,4,5.5,18533,1.32,244,USD
8/29/2016,5,Small Leather,Google Search Network,Google Search,MarTechApe,1400,2,New Product Launch,1,designer bag,3,Tablets with full browsers,Exact,5,3.3,194109,1.14,2212,USD
8/29/2016,6,Accessories,Google Search Network,Google Search,MarTechApe,8400,1,Branding Campaign,5,+handbag,2,Mobile devices with full browsers,Broad,1,2.7,188562,2.02,3808,USD
8/29/2016,1,Cross Body Bag,Google Search Network,Google Search,MarTechApe,6300,1,Branding Campaign,6,+wallet,3,Tablets with full browsers,Broad,1,8.7,617516,2.62,16178,USD
8/29/2016,4,Wallet,Google Search Network,Google Search,MarTechApe,3500,3,Always-On,5,+handbag,3,Tablets with full browsers,Broad,6,4.2,651618,1.05,6841,USD
